id,host_id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,room_type,minimum_nights,number_of_reviews,availability_365,calculated_host_listings_count
27922561,176415826,Manhattan,Hell's Kitchen,40.76117,-73.99376,Shared room,30.0,32,0,1
27923071,137358866,Manhattan,Harlem,40.81186,-73.94309,Private room,30.0,25,304,143
27924639,11305944,Bronx,Williamsbridge,40.86971,-73.85816,Entire home/apt,30.0,5,0,3
28152851,19303369,Queens,Woodside,40.74409,-73.90479,Private room,30.0,2,0,251
28155197,208079253,Brooklyn,Crown Heights,40.67591,-73.93908,Entire home/apt,30.0,97,103,1
28161643,28408861,Manhattan,East Harlem,40.78878,-73.94722,Private room,30.0,0,0,1
28164678,212741420,Manhattan,Inwood,40.86222,-73.9286,Entire home/apt,30.0,12,0,1
28165121,47050813,Brooklyn,Flatbush,40.65003,-73.96403,Private room,30.0,137,224,2
28177443,19791955,Manhattan,East Village,40.72883,-73.98753,Entire home/apt,30.0,9,365,1
27928809,183400278,Brooklyn,Williamsburg,40.71119,-73.94634,Entire home/apt,30.0,11,179,1
27933214,138086216,Brooklyn,Bergen Beach,40.62223,-73.90559,Entire home/apt,30.0,147,254,1
27935275,211024051,Brooklyn,Crown Heights,40.67149,-73.94823,Entire home/apt,30.0,46,0,1
27936288,211034625,Manhattan,Two Bridges,40.71198,-73.99656,Entire home/apt,30.0,29,0,1
27941636,211069875,Brooklyn,Borough Park,40.6448,-73.99437,Private room,30.0,0,0,1
27949503,52310314,Manhattan,Midtown,40.74861,-73.98237,Private room,30.0,14,0,1
27955820,58905707,Manhattan,Hell's Kitchen,40.76304,-74.00097,Entire home/apt,30.0,14,0,1
27956689,71149842,Manhattan,East Village,40.72891,-73.9777,Private room,30.0,6,0,2
27958130,25710035,Brooklyn,Bushwick,40.69779,-73.92212,Private room,30.0,1,0,1
27965166,137358866,Queens,Sunnyside,40.73756,-73.92176,Private room,30.0,9,349,143
27965802,154678310,Queens,Elmhurst,40.74096,-73.87153,Private room,30.0,23,0,1
28181243,15529083,Brooklyn,Crown Heights,40.66864,-73.93578,Entire home/apt,30.0,2,0,1
28181575,39523758,Brooklyn,Vinegar Hill,40.7026,-73.98155,Entire home/apt,30.0,1,58,1
28181827,57024509,Brooklyn,Bushwick,40.69506,-73.90788,Entire home/apt,30.0,11,0,2
28183074,27594477,Brooklyn,Fort Greene,40.68826,-73.97441,Entire home/apt,30.0,4,13,1
28184199,212871974,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94791,Private room,30.0,3,0,1
28185576,7028737,Queens,Ditmars Steinway,40.77443,-73.91462,Private room,30.0,2,364,2
28188131,28840396,Manhattan,East Harlem,40.79841,-73.93463,Private room,3.0,159,15,1
28195740,212898110,Brooklyn,Sunset Park,40.66538,-73.99355,Entire home/apt,30.0,17,0,1
28197084,34590955,Manhattan,Washington Heights,40.853,-73.9361,Entire home/apt,30.0,5,0,1
27966667,211022699,Brooklyn,Carroll Gardens,40.6792,-73.99297,Entire home/apt,30.0,92,210,1
27967580,137358866,Queens,Sunnyside,40.73733,-73.92165,Private room,30.0,18,349,143
27967600,137358866,Queens,Sunnyside,40.73901,-73.91975,Private room,30.0,18,345,143
27967621,13974626,Staten Island,Randall Manor,40.63607,-74.09631,Private room,2.0,276,254,1
27978240,4290578,Manhattan,Inwood,40.86479,-73.92009,Private room,30.0,13,0,1
27981955,203271555,Manhattan,East Harlem,40.79913,-73.93895,Entire home/apt,30.0,7,0,1
27984123,57484031,Brooklyn,Crown Heights,40.66446,-73.92927,Private room,30.0,3,0,1
27987152,182989977,Brooklyn,East Flatbush,40.65552,-73.9401,Private room,30.0,7,270,3
27988990,211393353,Brooklyn,Prospect Heights,40.677,-73.96608,Entire home/apt,30.0,2,0,1
28001559,131379802,Queens,Sunnyside,40.74441,-73.92341,Entire home/apt,30.0,194,0,1
28004429,57287101,Manhattan,East Village,40.72493,-73.982,Entire home/apt,30.0,4,0,1
28009721,51992385,Manhattan,Washington Heights,40.85263,-73.93501,Private room,30.0,16,363,1
28200288,211549023,Manhattan,Midtown,40.74707,-73.98785,Entire home/apt,1.0,136,264,13
28201587,73048575,Manhattan,Hell's Kitchen,40.7629765,-73.98805759999999,Entire home/apt,30.0,1,167,1
28202825,213014559,Queens,East Elmhurst,40.768,-73.87898,Entire home/apt,30.0,96,0,2
28206135,203266238,Bronx,Morris Park,40.85322,-73.85232,Private room,30.0,27,77,5
28208166,30045574,Manhattan,Upper West Side,40.77675,-73.98136,Entire home/apt,30.0,15,123,8
28216267,11543355,Manhattan,Hell's Kitchen,40.76002,-73.99708,Entire home/apt,30.0,0,0,1
28221653,160611440,Manhattan,Upper West Side,40.798377990722656,-73.97129821777344,Private room,30.0,11,0,1
28223260,15717497,Manhattan,Upper West Side,40.77001,-73.98355,Entire home/apt,30.0,0,0,1
28011594,29582232,Brooklyn,Flatbush,40.641239166259766,-73.96507263183594,Private room,2.0,364,197,8
28012756,159757254,Brooklyn,Williamsburg,40.70352,-73.93342,Private room,30.0,0,0,1
28014366,37697640,Brooklyn,Crown Heights,40.67718,-73.95071,Entire home/apt,30.0,5,0,1
28359897,207808113,Queens,East Elmhurst,40.76017,-73.88227,Entire home/apt,30.0,139,179,1
28368678,6770631,Brooklyn,Boerum Hill,40.6863876,-73.985789,Private room,2.0,259,148,3
28369307,4128972,Manhattan,East Harlem,40.79321,-73.94637,Private room,30.0,56,0,1
28369552,6770631,Brooklyn,Boerum Hill,40.68624,-73.98586,Private room,2.0,43,74,3
28369648,19303369,Queens,Elmhurst,40.74489,-73.87291,Private room,30.0,1,0,251
28379264,93294060,Brooklyn,Bedford-Stuyvesant,40.69243,-73.94843,Private room,2.0,223,0,1
28385105,49804236,Queens,Long Island City,40.74753409902981,-73.92138867617236,Entire home/apt,30.0,28,295,1
28387362,22685487,Queens,Elmhurst,40.72841,-73.8818,Private room,30.0,4,0,2
28230753,6542295,Manhattan,Greenwich Village,40.7279,-74.00154,Private room,30.0,12,0,2
28240916,20568490,Manhattan,SoHo,40.72325,-74.0068,Private room,30.0,25,0,2
28250448,14214034,Bronx,Concourse,40.81958,-73.92741,Private room,1.0,95,247,1
28250925,73640551,Brooklyn,Prospect Heights,40.67859,-73.97183,Private room,30.0,17,0,2
28253864,14933692,Queens,Astoria,40.76617,-73.91496,Entire home/apt,30.0,7,0,1
28256958,78817833,Brooklyn,Boerum Hill,40.68854,-73.98623,Private room,30.0,0,0,1
28270998,647528,Brooklyn,Bedford-Stuyvesant,40.69563,-73.94927,Entire home/apt,30.0,17,0,1
28272634,8554637,Manhattan,East Village,40.72442,-73.97692,Entire home/apt,30.0,62,1,1
28277122,82083094,Brooklyn,Canarsie,40.64045,-73.88231,Private room,30.0,2,0,2
28277480,26045887,Manhattan,Murray Hill,40.74869,-73.9753,Private room,30.0,51,0,2
28284019,10828579,Manhattan,East Harlem,40.79965,-73.93905,Entire home/apt,30.0,5,0,2
28290447,213650814,Manhattan,Harlem,40.80637,-73.94267,Entire home/apt,30.0,17,0,1
28389715,203564743,Queens,Long Island City,40.75497,-73.93495,Private room,4.0,210,224,1
28389782,6524762,Manhattan,Midtown,40.76549,-73.97829,Entire home/apt,1.0,2,270,3
28390400,2907609,Brooklyn,Williamsburg,40.71583,-73.95042,Private room,30.0,0,0,1
28391512,185889529,Queens,St. Albans,40.70094,-73.75531,Private room,30.0,134,365,5
28406990,214464499,Manhattan,Financial District,40.70581,-74.00975,Entire home/apt,30.0,6,0,1
28408938,17760140,Brooklyn,Williamsburg,40.71749,-73.95529,Entire home/apt,30.0,20,43,1
28411594,22685487,Queens,Elmhurst,40.72841,-73.88205,Private room,30.0,2,0,2
28412322,20161085,Queens,St. Albans,40.68751,-73.76205,Private room,30.0,108,270,1
28417682,58234433,Queens,Sunnyside,40.73695,-73.91876,Private room,30.0,77,65,6
28418722,214424497,Queens,St. Albans,40.7052,-73.76556,Entire home/apt,30.0,44,0,1
28426648,214416012,Manhattan,SoHo,40.7240392,-74.002914,Entire home/apt,30.0,197,213,1
28312177,213803787,Brooklyn,Crown Heights,40.66743,-73.94282,Entire home/apt,30.0,126,179,1
28314777,44924379,Queens,Jamaica,40.69934,-73.78676,Private room,30.0,119,365,2
28316936,80509710,Brooklyn,Williamsburg,40.70822,-73.95101,Private room,30.0,33,0,1
28324221,875830,Manhattan,Midtown,40.75311,-73.97257,Entire home/apt,31.0,42,220,1
28329004,213907821,Queens,Rosedale,40.66286,-73.7294,Private room,3.0,35,365,1
28333941,199245226,Brooklyn,Crown Heights,40.67744,-73.94846,Private room,30.0,4,0,1
28334760,6770631,Brooklyn,Boerum Hill,40.6863876,-73.985789,Private room,2.0,262,86,3
28427324,214141672,Queens,Astoria,40.7655,-73.92776,Private room,30.0,2,0,1
28431690,157703622,Manhattan,Lower East Side,40.71774,-73.98931,Entire home/apt,30.0,2,0,2
28436441,150142253,Queens,Ditmars Steinway,40.76984,-73.91134,Entire home/apt,30.0,7,0,1
28437669,3964276,Manhattan,East Village,40.72602,-73.98801,Entire home/apt,30.0,4,0,1
28438216,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,1.0,19,308,5
28438751,10164435,Queens,Astoria,40.75708,-73.92599,Private room,1.0,399,151,2
28454118,29452152,Brooklyn,Williamsburg,40.70934,-73.95683,Entire home/apt,30.0,6,0,1
28459635,3771945,Brooklyn,Bedford-Stuyvesant,40.69644,-73.93516,Private room,30.0,3,0,1
28461316,82736848,Manhattan,Morningside Heights,40.81061,-73.96492,Entire home/apt,30.0,2,0,1
28462811,214859918,Bronx,Concourse,40.82372,-73.92623,Private room,30.0,205,270,1
28489062,20104851,Brooklyn,Park Slope,40.66588,-73.97945,Entire home/apt,30.0,102,0,1
28335031,11050667,Manhattan,Chelsea,40.73737,-73.99504,Entire home/apt,30.0,7,0,1
28339611,25300542,Brooklyn,Williamsburg,40.71167,-73.959,Entire home/apt,30.0,1,0,1
28339747,213111794,Queens,Springfield Gardens,40.66533,-73.75701,Private room,30.0,1,179,3
28340136,213111794,Queens,Laurelton,40.67925,-73.74827,Private room,30.0,4,270,3
28340434,213111794,Queens,Springfield Gardens,40.6633,-73.75727,Private room,30.0,3,179,3
28340606,696141,Manhattan,Financial District,40.70588,-74.0078,Private room,30.0,4,0,2
28343300,4492236,Brooklyn,Williamsburg,40.7063,-73.94738,Entire home/apt,30.0,1,0,2
28346019,43044876,Queens,Elmhurst,40.74503,-73.87131,Private room,30.0,2,0,4
28350560,37252076,Queens,East Elmhurst,40.75558,-73.88671,Private room,30.0,12,263,1
28358001,11026665,Brooklyn,Williamsburg,40.71454,-73.96169,Entire home/apt,30.0,20,0,1
28715589,38579823,Manhattan,Chelsea,40.75125,-73.9957,Private room,30.0,15,0,1
28716187,216611306,Queens,Briarwood,40.71335,-73.81022,Private room,30.0,15,0,1
28719621,179387847,Brooklyn,Crown Heights,40.67702,-73.92377,Entire home/apt,30.0,12,0,1
28491645,114249746,Queens,Woodside,40.75053,-73.90108,Private room,30.0,55,0,1
28494807,5970733,Manhattan,Upper West Side,40.77749,-73.98407,Shared room,30.0,23,179,1
28497028,9130040,Brooklyn,East Flatbush,40.66141,-73.9343,Private room,1.0,34,365,6
28506359,215161436,Manhattan,Upper West Side,40.8001,-73.96052,Entire home/apt,30.0,37,0,1
28506595,8834412,Bronx,Longwood,40.81276,-73.90272,Private room,30.0,0,0,1
28513774,108249932,Brooklyn,East New York,40.67559,-73.89027,Entire home/apt,30.0,161,0,3
28514974,12715154,Brooklyn,Greenpoint,40.72106,-73.94702,Private room,30.0,5,0,1
28517278,215239210,Brooklyn,Williamsburg,40.7143,-73.94394,Entire home/apt,30.0,28,0,1
28518077,47595754,Manhattan,Washington Heights,40.84398,-73.93749,Private room,30.0,10,30,1
28519623,215257373,Brooklyn,Williamsburg,40.7165,-73.93957,Private room,30.0,124,0,1
28519821,214184351,Brooklyn,Bushwick,40.69715,-73.9131,Private room,30.0,3,0,1
28722807,3017533,Brooklyn,Sunset Park,40.66468,-73.9955,Entire home/apt,30.0,57,0,1
28730126,13092234,Manhattan,West Village,40.73261,-74.00895,Private room,30.0,0,0,1
28730408,171433016,Brooklyn,Clinton Hill,40.68437,-73.96584,Entire home/apt,30.0,130,85,1
28731208,2260289,Brooklyn,Flatbush,40.63906,-73.96532,Entire home/apt,30.0,4,0,1
28733777,214119114,Manhattan,East Harlem,40.78594,-73.94551,Private room,30.0,0,0,1
28734298,6137695,Brooklyn,Bedford-Stuyvesant,40.68482,-73.95303,Entire home/apt,30.0,5,362,1
28526676,28740462,Brooklyn,Borough Park,40.64396,-73.99293,Private room,30.0,74,0,1
28534405,2891643,Manhattan,Harlem,40.82193,-73.94449,Private room,30.0,0,0,1
28536037,19303369,Queens,Woodside,40.74481,-73.90439,Private room,30.0,1,0,251
28536219,3690070,Brooklyn,Prospect Heights,40.68013,-73.96754,Entire home/apt,30.0,8,0,1
28538516,156064588,Brooklyn,Crown Heights,40.67482,-73.91139,Private room,30.0,11,0,1
28539464,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,1.0,19,308,5
28541768,215407308,Queens,Sunnyside,40.73865,-73.92731,Private room,30.0,46,84,2
28559951,67395042,Manhattan,Harlem,40.82269,-73.94142,Private room,30.0,89,0,1
28560765,29582232,Brooklyn,Flatbush,40.64212,-73.96574,Private room,30.0,58,165,8
28561195,10410631,Brooklyn,Brooklyn Heights,40.69686,-73.99636,Entire home/apt,30.0,1,0,1
28561620,26045887,Manhattan,Murray Hill,40.74824,-73.97472,Private room,30.0,44,0,2
28751496,36391065,Queens,Astoria,40.76089,-73.92046,Entire home/apt,30.0,11,0,1
28754650,216891728,Manhattan,Chelsea,40.74457,-73.99588,Entire home/apt,32.0,30,0,1
28757780,216917414,Manhattan,Washington Heights,40.85012,-73.94081,Private room,31.0,12,0,2
28757927,64898741,Queens,Long Island City,40.75882,-73.9297,Private room,30.0,7,0,1
28760750,216943992,Manhattan,Hell's Kitchen,40.75763,-73.98968,Private room,30.0,0,0,1
28763093,27815282,Manhattan,Theater District,40.7621,-73.98446,Entire home/apt,30.0,10,0,1
28778214,148152874,Manhattan,East Harlem,40.80008,-73.93762,Entire home/apt,30.0,16,83,1
28779900,216304678,Brooklyn,East Flatbush,40.65376,-73.94161,Private room,30.0,17,252,5
28782669,216411482,Queens,East Elmhurst,40.76339,-73.88675,Private room,30.0,43,91,1
28561904,1119058,Brooklyn,Bushwick,40.70296439360243,-73.92670124072912,Entire home/apt,30.0,42,14,1
28565170,48303314,Queens,Woodside,40.74899,-73.90968,Private room,30.0,45,0,1
28567040,203266238,Bronx,Morris Park,40.8522,-73.85009,Private room,30.0,7,120,5
28581130,18887576,Brooklyn,Williamsburg,40.70438,-73.93654,Entire home/apt,30.0,4,0,1
28584877,92733485,Brooklyn,Downtown Brooklyn,40.69062,-73.99009,Private room,30.0,4,0,1
28585982,102180676,Brooklyn,Greenpoint,40.72378,-73.93832,Private room,30.0,0,0,1
28602842,215869827,Manhattan,East Village,40.73201,-73.98728,Entire home/apt,30.0,0,178,1
28606263,22154340,Brooklyn,Fort Greene,40.68951,-73.97382,Entire home/apt,30.0,0,0,1
28607153,19303369,Queens,Jackson Heights,40.74908,-73.8938,Private room,30.0,5,47,251
28608920,141300,Manhattan,Upper West Side,40.78684,-73.9706,Entire home/apt,30.0,23,89,1
28609762,135150441,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94467,Private room,30.0,0,0,1
28784319,176406553,Queens,Jackson Heights,40.74818,-73.88576,Private room,30.0,0,0,1
28785091,216304678,Brooklyn,East Flatbush,40.65405,-73.94332,Private room,30.0,4,361,5
28785361,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,1.0,41,308,5
28786315,216304678,Brooklyn,East Flatbush,40.65245,-73.94206,Private room,30.0,22,361,5
28786900,216304678,Brooklyn,East Flatbush,40.65239,-73.94354,Private room,30.0,8,288,5
28796546,217189801,Brooklyn,Bushwick,40.68807,-73.91902,Entire home/apt,90.0,2,4,1
28803718,62776991,Brooklyn,Sunset Park,40.66366,-73.99451,Private room,30.0,7,0,1
28809045,46857976,Manhattan,Financial District,40.71023,-74.00735,Private room,30.0,0,0,1
28811035,217293060,Manhattan,Greenwich Village,40.73271,-73.99617,Entire home/apt,90.0,0,0,3
28812837,21376165,Brooklyn,Flatbush,40.63879,-73.96578,Entire home/apt,30.0,1,0,1
28831635,46641887,Manhattan,Upper East Side,40.76696,-73.9563,Entire home/apt,180.0,5,0,1
28833807,1593922,Manhattan,Greenwich Village,40.73011,-73.99855,Entire home/apt,30.0,23,103,1
28610383,131085087,Manhattan,Harlem,40.828121,-73.946968,Entire home/apt,30.0,16,139,1
28611271,150439529,Queens,Astoria,40.76656,-73.91183,Entire home/apt,30.0,40,0,1
28614707,20745804,Manhattan,East Village,40.72851,-73.98491,Entire home/apt,30.0,4,0,1
28626504,29582232,Brooklyn,Flatbush,40.64012,-73.96582,Private room,30.0,42,168,8
28629956,29582232,Brooklyn,Flatbush,40.64043,-73.96406,Private room,30.0,48,166,8
28631715,216061803,Brooklyn,Williamsburg,40.7174,-73.95587,Entire home/apt,30.0,5,0,1
28632837,137358866,Queens,Astoria,40.76731,-73.92352,Private room,30.0,10,1,143
28634974,37170601,Brooklyn,Mill Basin,40.60961,-73.90588,Entire home/apt,30.0,0,363,1
28635035,88111418,Queens,St. Albans,40.69107,-73.75468,Entire home/apt,30.0,67,318,3
28635863,6332730,Manhattan,Greenwich Village,40.73454,-73.99824,Entire home/apt,90.0,0,365,1
28647979,26377263,Brooklyn,East Flatbush,40.65284,-73.93788,Private room,30.0,4,224,43
28663593,216091157,Brooklyn,Williamsburg,40.7214,-73.95391,Entire home/apt,30.0,5,0,1
28834703,217432173,Brooklyn,Bedford-Stuyvesant,40.68168507421499,-73.94341945556042,Entire home/apt,1.0,603,265,1
28835678,94395484,Manhattan,Morningside Heights,40.81487,-73.95873,Entire home/apt,30.0,4,0,1
28838614,73638523,Queens,Queens Village,40.72122,-73.75003,Entire home/apt,30.0,63,364,1
28838673,290055,Brooklyn,Bedford-Stuyvesant,40.68501,-73.93801,Entire home/apt,30.0,227,180,1
28838875,1228328,Brooklyn,Vinegar Hill,40.6988,-73.98518,Entire home/apt,30.0,8,0,1
28840281,66231678,Brooklyn,Bensonhurst,40.6073,-73.99184,Private room,30.0,0,0,1
28843143,216917414,Manhattan,Washington Heights,40.84957,-73.94124,Private room,31.0,16,0,2
28849818,107434423,Manhattan,East Village,40.72209,-73.98487,Entire home/apt,30.0,0,229,1210
28859648,217591735,Brooklyn,Williamsburg,40.70786,-73.93756,Private room,30.0,2,88,2
28667823,4440548,Brooklyn,Williamsburg,40.71715,-73.94666,Private room,3.0,113,208,3
28668546,216304678,Brooklyn,East Flatbush,40.65263,-73.94349,Private room,30.0,22,174,5
28670390,26377263,Brooklyn,East Flatbush,40.65247,-73.93629,Private room,30.0,1,0,43
28671495,26377263,Brooklyn,East Flatbush,40.65399,-73.93633,Private room,30.0,5,350,43
28684892,107434423,Manhattan,Tribeca,40.71579,-74.00587,Entire home/apt,30.0,0,229,1210
28692232,216456504,Bronx,Edenwald,40.89216,-73.84247,Private room,30.0,97,365,3
28692626,23370431,Queens,Hollis,40.7166,-73.75841,Private room,30.0,25,0,2
28697997,26377263,Brooklyn,East Flatbush,40.65263,-73.93608,Private room,30.0,7,238,43
28699232,26377263,Brooklyn,East Flatbush,40.65421,-73.93796,Private room,30.0,6,225,43
28699654,26377263,Brooklyn,East Flatbush,40.65428,-73.93636,Private room,30.0,4,254,43
28715332,122323589,Manhattan,SoHo,40.72054,-74.00198,Entire home/apt,30.0,114,237,1
28867268,26880156,Brooklyn,Bushwick,40.7052,-73.92736,Private room,30.0,4,0,1
28867577,216734225,Manhattan,Harlem,40.8129574939463,-73.94804268198098,Private room,5.0,191,199,1
28872377,32164030,Bronx,Hunts Point,40.81197,-73.88926,Private room,30.0,18,359,7
28891043,19303369,Queens,Jackson Heights,40.74908,-73.89389,Entire home/apt,30.0,46,0,251
28891558,19303369,Queens,Woodside,40.74465,-73.905,Private room,30.0,11,29,251
28896148,217621677,Queens,Jamaica,40.6870791,-73.7754795,Private room,1.0,63,90,4
28896237,96379938,Brooklyn,East Flatbush,40.6525,-73.94806,Private room,30.0,23,0,2
28897533,204704622,Queens,Elmhurst,40.74068,-73.87688,Private room,30.0,5,36,216
28897932,217621677,Queens,Jamaica,40.6870791,-73.7754795,Private room,1.0,102,89,4
28901045,2065453,Brooklyn,Crown Heights,40.67598,-73.95483,Private room,30.0,9,0,1
28901111,209768607,Brooklyn,Bensonhurst,40.61228,-74.00691,Entire home/apt,30.0,0,0,1
28908658,204704622,Queens,Elmhurst,40.74004,-73.87755,Private room,30.0,3,0,216
28910899,153154549,Manhattan,Nolita,40.72314,-73.99321,Private room,30.0,1,0,1
28911775,217621677,Queens,Jamaica,40.6870791,-73.7754795,Private room,1.0,72,68,4
28911830,191085997,Bronx,Pelham Bay,40.85587,-73.83041,Entire home/apt,30.0,2,363,2
28912768,10448306,Brooklyn,Williamsburg,40.71749,-73.95374,Entire home/apt,30.0,5,0,1
28931117,13027278,Manhattan,Hell's Kitchen,40.75789,-73.99403,Entire home/apt,30.0,2,0,1
29037588,212697613,Manhattan,Upper West Side,40.78811,-73.96874,Entire home/apt,30.0,34,0,1
29038655,6586697,Queens,Astoria,40.76678,-73.91058,Private room,30.0,33,88,3
29041626,27084741,Queens,Woodside,40.74589,-73.91132,Private room,30.0,3,179,2
29054973,188741104,Manhattan,Harlem,40.80826,-73.9416,Entire home/apt,31.0,59,365,2
29056566,169467786,Brooklyn,Williamsburg,40.7106,-73.96082,Entire home/apt,30.0,35,0,1
29058075,1609077,Queens,Forest Hills,40.71257,-73.84309,Private room,30.0,6,365,5
29058736,142833006,Brooklyn,Bushwick,40.70579,-73.92039,Private room,30.0,65,0,1
29074233,49745989,Brooklyn,Crown Heights,40.67174,-73.94406,Entire home/apt,30.0,261,44,1
29076107,167007852,Queens,Ditmars Steinway,40.77874,-73.91045,Private room,30.0,0,193,1
29079912,210755291,Queens,Astoria,40.76138,-73.91946,Private room,30.0,16,365,1
29082734,104351616,Brooklyn,Bushwick,40.70045,-73.92945,Private room,30.0,0,0,1
29083751,26860800,Manhattan,SoHo,40.72739,-74.00166,Private room,30.0,32,0,1
28936557,70394670,Manhattan,Harlem,40.82432,-73.93939,Private room,30.0,16,0,1
28936795,200239515,Queens,Woodside,40.7446,-73.89291,Private room,30.0,6,0,225
28937377,5162192,Manhattan,Upper West Side,40.79863,-73.96085,Entire home/apt,30.0,6,249,17
28940279,40742174,Brooklyn,Williamsburg,40.71122,-73.95769,Entire home/apt,30.0,0,0,1
28940952,8518665,Brooklyn,Bedford-Stuyvesant,40.69216,-73.95845,Private room,30.0,151,0,3
28941589,42226482,Bronx,Williamsbridge,40.87816,-73.86414,Entire home/apt,30.0,0,0,1
28941614,8518665,Brooklyn,Bedford-Stuyvesant,40.69171,-73.9587,Private room,30.0,129,0,3
28941808,8518665,Brooklyn,Bedford-Stuyvesant,40.69188,-73.95864,Private room,30.0,126,0,3
28952972,91757655,Manhattan,Midtown,40.76419,-73.98048,Private room,3.0,10,342,1
28961919,218301609,Queens,Hollis,40.70753,-73.7673,Private room,30.0,20,364,1
28964081,216586866,Manhattan,Chelsea,40.74351,-73.9974,Entire home/apt,30.0,1,0,3
29093302,41939513,Manhattan,Harlem,40.79908,-73.95426,Private room,30.0,3,0,1
29095078,10220753,Brooklyn,Sunset Park,40.65163,-74.01279,Private room,30.0,9,0,2
29097472,157397904,Brooklyn,Williamsburg,40.71682,-73.96493,Entire home/apt,30.0,9,223,1
29102760,219333557,Queens,East Elmhurst,40.76088,-73.86886,Private room,30.0,104,269,3
29103275,218300830,Manhattan,Upper East Side,40.773617381216376,-73.95542248700626,Private room,30.0,139,365,1
29104053,219347424,Brooklyn,East New York,40.66578,-73.87536,Private room,30.0,4,363,2
29117643,165607672,Bronx,Fordham,40.85651,-73.90443,Private room,30.0,70,270,2
29119411,56648414,Manhattan,East Village,40.72774,-73.98792,Entire home/apt,30.0,14,0,1
29124414,12171344,Brooklyn,Crown Heights,40.66509,-73.95076,Entire home/apt,30.0,19,58,1
29124476,20825054,Manhattan,Inwood,40.86616,-73.92336,Private room,30.0,207,254,1
28964397,216586866,Manhattan,Chelsea,40.74375,-73.99887,Private room,30.0,14,0,3
28965609,96479013,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94767,Entire home/apt,30.0,48,269,2
28966707,142059543,Brooklyn,Williamsburg,40.71872,-73.94377,Private room,30.0,6,0,1
28972637,2802223,Manhattan,Harlem,40.82938,-73.93846,Entire home/apt,30.0,7,89,1
28978328,43531190,Manhattan,East Harlem,40.79602,-73.93865,Private room,240.0,0,0,1
28979690,218428676,Manhattan,Washington Heights,40.83964,-73.94287,Private room,30.0,0,0,1
28982349,218448466,Queens,Forest Hills,40.71105,-73.84965,Entire home/apt,30.0,6,0,1
28986807,137358866,Queens,Astoria,40.76834,-73.9242,Private room,30.0,17,125,143
28989914,218505786,Manhattan,East Village,40.7226512265424,-73.98450894806733,Private room,30.0,46,0,1
28991221,11837926,Manhattan,Midtown,40.76301,-73.98005,Private room,30.0,14,364,2
28992518,218526982,Manhattan,Lower East Side,40.72122,-73.98829,Entire home/apt,30.0,11,0,2
29008812,216586866,Manhattan,Chelsea,40.74386,-73.99871,Private room,30.0,4,0,3
29015079,218689235,Brooklyn,Williamsburg,40.71557,-73.95039,Entire home/apt,30.0,69,56,1
29016146,218680572,Manhattan,Harlem,40.80797,-73.94865,Entire home/apt,30.0,36,285,1
29125444,52083976,Manhattan,Murray Hill,40.74467,-73.97461,Entire home/apt,30.0,0,0,1
29126674,5759665,Brooklyn,Bushwick,40.70748,-73.92192,Entire home/apt,30.0,13,0,1
29131447,216944902,Manhattan,East Harlem,40.79065,-73.94699,Private room,30.0,5,0,1
29135220,32830245,Brooklyn,Prospect Heights,40.67907,-73.97312,Entire home/apt,30.0,9,0,1
29144832,214270886,Manhattan,Midtown,40.75096,-73.98123,Entire home/apt,30.0,10,0,1
29148293,11021180,Manhattan,East Village,40.72927,-73.98584,Private room,3.0,164,45,1
29148550,61391963,Manhattan,Kips Bay,40.74533081054688,-73.9798583984375,Entire home/apt,30.0,28,320,143
29149377,7117383,Manhattan,East Village,40.72545,-73.97975,Entire home/apt,30.0,2,30,1
29149612,21030441,Queens,Astoria,40.76677,-73.91385,Private room,30.0,42,0,1
29152320,219347424,Brooklyn,East New York,40.66657,-73.87338,Entire home/apt,30.0,38,88,2
29155895,219700887,Manhattan,East Village,40.72324,-73.98283,Entire home/apt,30.0,171,269,1
29016907,155152907,Queens,St. Albans,40.70609,-73.76185,Private room,30.0,43,270,2
29025777,5563142,Brooklyn,Bedford-Stuyvesant,40.67864,-73.9497,Entire home/apt,30.0,4,0,1
29031435,6564232,Manhattan,Harlem,40.8167,-73.93746,Private room,30.0,3,0,1
29036763,147269347,Queens,Long Island City,40.75431,-73.91886,Private room,30.0,2,0,1
29413438,4932876,Brooklyn,Bedford-Stuyvesant,40.6863,-73.94923,Entire home/apt,30.0,1,0,2
29416543,49664763,Brooklyn,East Flatbush,40.66279,-73.9242,Private room,30.0,0,0,1
29422942,221635816,Queens,Sunnyside,40.74169,-73.92099,Entire home/apt,30.0,93,0,1
29431738,47125955,Manhattan,East Village,40.72855,-73.97793,Entire home/apt,30.0,9,178,3
29435698,3583973,Brooklyn,Williamsburg,40.71246,-73.96253,Entire home/apt,30.0,17,0,1
29452507,977716,Brooklyn,Carroll Gardens,40.67889,-73.99458,Entire home/apt,30.0,1,0,1
29453268,221853540,Manhattan,NoHo,40.72898,-73.99104,Entire home/apt,31.0,0,0,1
