id,host_id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,room_type,minimum_nights,number_of_reviews,availability_365,calculated_host_listings_count
2595,2845,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,30.0,47,256,3
6848,15991,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,30.0,197,198,1
6872,16104,Manhattan,East Harlem,40.80107,-73.94255,Private room,30.0,2,83,2
6990,16800,Manhattan,East Harlem,40.78778,-73.94759,Private room,30.0,251,214,1
7097,17571,Brooklyn,Fort Greene,40.69194,-73.97389,Private room,2.0,423,0,2
7801,21207,Brooklyn,Williamsburg,40.71880722045898,-73.9561767578125,Entire home/apt,30.0,12,196,1
8490,25183,Brooklyn,Bedford-Stuyvesant,40.68455584344908,-73.93963415175676,Entire home/apt,30.0,189,220,2
9357,30193,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,30.0,58,150,1
10452,35935,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,30.0,82,229,6
60673,249372,Manhattan,Harlem,40.81562,-73.94674,Private room,30.0,3,0,1
60680,292630,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,30.0,168,365,6
60794,293394,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,30.0,4,0,1
61406,297176,Manhattan,Harlem,40.80371,-73.95635,Private room,30.0,2,321,1
62925,306739,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,30.0,173,83,2
63610,310670,Bronx,Eastchester,40.881,-73.83511,Private room,30.0,57,358,8
63657,170510,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,30.0,266,0,2
64015,146944,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,30.0,0,0,1
64314,314256,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,30.0,46,350,1
64365,314582,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,30.0,257,349,2
65615,320761,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,30.0,56,0,1
65660,320538,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,30.0,164,158,1
11943,45445,Brooklyn,Flatbush,40.63702,-73.96327,Private room,30.0,0,0,1
12192,46978,Manhattan,East Village,40.72296,-73.98383,Private room,30.0,316,13,2
12937,50124,Queens,Long Island City,40.74757,-73.94571,Private room,1.0,470,140,1
12940,50148,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,30.0,81,241,1
14314,56246,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,30.0,177,228,1
15385,60252,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,31.0,63,97,1
15396,60278,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,180.0,5,179,1
16338,63613,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,30.0,33,303,1
16580,64442,Manhattan,East Village,40.72372723229208,-73.97625850509617,Private room,1.0,676,228,2
66008,322884,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,30.0,67,334,1
66251,324460,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,30.0,174,132,1
66974,329436,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,30.0,250,288,2
67299,330347,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,30.0,91,46,1
68253,67730,Queens,Astoria,40.76336,-73.92099,Private room,30.0,0,0,1
68735,342054,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,30.0,39,230,1
68974,281229,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,30.0,248,289,1
71384,365153,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,30.0,48,0,1
72190,373085,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,30.0,37,0,1
74680,265109,Queens,Astoria,40.77507,-73.93367,Private room,30.0,269,288,1
74860,394752,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,30.0,3,0,1
75635,401696,Manhattan,Chinatown,40.71624,-73.994,Entire home/apt,30.0,424,262,1
75658,401921,Brooklyn,Bedford-Stuyvesant,40.695588790857855,-73.95461923691613,Private room,30.0,20,365,1
16821,4396,Manhattan,East Village,40.72281,-73.98501,Private room,1.0,301,42,2
16974,65837,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,30.0,291,239,1
17037,66035,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,30.0,53,177,1
18152,69942,Manhattan,Upper East Side,40.76967,-73.94831,Private room,30.0,146,365,1
18728,71876,Manhattan,Chelsea,40.74261,-74.00353,Private room,30.0,251,357,1
18961,70857,Manhattan,Kips Bay,40.73808,-73.98001,Private room,30.0,1,0,1
19174,73164,Manhattan,West Village,40.73917,-74.00207,Entire home/apt,90.0,68,0,1
19812,74857,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,30.0,58,253,1
20913,79402,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,30.0,164,0,1
21456,42032,Manhattan,Upper West Side,40.79936,-73.96155,Private room,30.0,79,365,1
77765,417504,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,1.0,72,0,29
79067,425506,Brooklyn,Clinton Hill,40.68337,-73.96253,Entire home/apt,48.0,11,135,1
80684,417504,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,1.0,11,0,29
80700,417504,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,1.0,10,0,29
81739,417504,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,1.0,2,0,29
82638,449787,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,30.0,286,343,1
82928,451545,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,30.0,83,247,1
83243,453519,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,30.0,252,243,1
83474,260682,Brooklyn,Downtown Brooklyn,40.69132,-73.98573,Private room,30.0,5,334,1
84010,417504,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,1.0,40,0,29
89427,116599,Brooklyn,Clinton Hill,40.68513,-73.96648,Entire home/apt,30.0,0,358,3
21644,82685,Manhattan,Harlem,40.82782,-73.9473,Private room,30.0,3,0,1
21794,83257,Manhattan,Chelsea,40.74187,-74.00223,Private room,30.0,36,365,2
23135,11481,Brooklyn,Carroll Gardens,40.67747,-74.00146,Private room,30.0,317,365,4
23545,92411,Manhattan,Harlem,40.82825,-73.95138,Entire home/apt,30.0,214,358,1
24285,97797,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,30.0,93,43,1
93313,25183,Brooklyn,Bedford-Stuyvesant,40.684569430603325,-73.93840021354636,Entire home/apt,30.0,173,236,2
94783,473113,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,3.0,178,96,1
96471,116599,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,30.0,11,364,3
98663,520279,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,30.0,18,97,1
100002,523218,Manhattan,Washington Heights,40.85433,-73.9324,Private room,30.0,150,173,1
100186,526805,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,30.0,127,109,1
101053,530032,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,60.0,36,0,1
103311,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,1.0,8,0,29
103555,220001,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,30.0,284,335,1
25406,105538,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,30.0,29,25,1
25696,107628,Manhattan,Harlem,40.8102731,-73.9431546,Private room,1.0,195,222,1
26785,42273,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,30.0,479,290,2
27883,120223,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,30.0,25,35,1
28907,124352,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,30.0,19,0,1
29013,35935,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,30.0,79,273,6
29628,127608,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,1.0,506,205,1
31130,117287,Manhattan,Hell's Kitchen,40.7672,-73.98464,Entire home/apt,30.0,75,365,4
31555,135619,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,30.0,30,0,1
31902,137292,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,30.0,4,0,1
31994,137814,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,2.0,637,249,2
32037,116599,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,30.0,91,364,3
33009,143027,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,30.0,301,147,1
105469,547386,Queens,Rockaway Beach,40.58603,-73.8145,Private room,30.0,16,90,1
106363,551055,Manhattan,Harlem,40.82772,-73.95284,Private room,30.0,478,241,1
106906,553964,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,50.0,12,177,1
107630,306739,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,30.0,353,148,2
112304,573316,Manhattan,Harlem,40.8069,-73.95372,Private room,30.0,1,0,1
112435,181376,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,30.0,178,365,2
113265,314582,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,30.0,279,364,2
115535,567187,Manhattan,Harlem,40.82402,-73.95263,Private room,30.0,34,10,1
115748,585166,Queens,Astoria,40.76406,-73.92266,Entire home/apt,30.0,43,88,1
116551,497672,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,30.0,185,209,1
118061,2248897,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,30.0,98,302,1
36647,157798,Manhattan,East Harlem,40.79245376586914,-73.94074249267578,Private room,30.0,102,335,1
38663,165789,Brooklyn,Boerum Hill,40.68442,-73.98068,Private room,3.0,43,365,1
38833,166532,Manhattan,Harlem,40.8180576,-73.9466707,Private room,1.0,286,28,1
39282,168525,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328,Private room,4.0,289,84,2
39593,110506,Queens,Sunnyside,40.74523,-73.92318,Private room,52.0,36,226,1
39704,170510,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,30.0,336,0,2
42300,184755,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,30.0,70,180,1
42729,11481,Brooklyn,Carroll Gardens,40.67813,-74.00062,Private room,30.0,219,364,4
44229,181376,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,30.0,230,365,2
45542,202249,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,30.0,18,0,1
45910,204539,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,30.0,13,365,10
125163,622855,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Entire home/apt,30.0,94,365,2
128975,256161,Manhattan,Harlem,40.81127,-73.94561,Entire home/apt,30.0,133,42,4
136493,663384,Brooklyn,Park Slope,40.67497,-73.97796,Private room,3.0,55,69,1
139624,680818,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,30.0,86,44,1
140133,622866,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,30.0,193,197,1
141335,687361,Brooklyn,Park Slope,40.67487,-73.97637,Private room,30.0,41,365,2
142069,277747,Manhattan,East Village,40.72506,-73.97906,Entire home/apt,30.0,22,0,1
144087,616825,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,30.0,30,365,2
144148,299755,Manhattan,East Village,40.72297,-73.9851,Private room,30.0,32,0,1
146726,709334,Manhattan,Harlem,40.80392,-73.94765,Entire home/apt,30.0,18,359,1
148201,715807,Manhattan,West Village,40.7304,-74.00228,Entire home/apt,30.0,18,0,1
148825,718349,Manhattan,Upper West Side,40.79999,-73.96338,Entire home/apt,31.0,315,365,2
45935,204586,Bronx,Mott Haven,40.80635,-73.92201,Private room,30.0,0,263,1
45936,867225,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,30.0,138,197,2
46544,8198,Brooklyn,Park Slope,40.67979,-73.97978,Entire home/apt,50.0,57,2,1
46911,210746,Brooklyn,Park Slope,40.68009896425498,-73.9746189673198,Private room,14.0,77,178,3
49048,35935,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,30.0,31,191,6
51438,236421,Manhattan,Upper East Side,40.77449,-73.95308,Private room,30.0,0,0,2
52689,244071,Queens,Ditmars Steinway,40.77868,-73.90652,Private room,3.0,132,41,1
53469,204539,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,30.0,33,365,10
53470,204539,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,30.0,5,365,10
53477,204539,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,30.0,16,365,10
150804,726333,Manhattan,Lower East Side,40.7203,-73.98424,Private room,4.0,99,243,1
150989,727084,Brooklyn,Williamsburg,40.71584,-73.96355,Entire home/apt,30.0,19,0,1
151199,722320,Queens,Astoria,40.7573,-73.91488,Entire home/apt,1.0,568,234,1
152263,732535,Manhattan,Harlem,40.80493,-73.94999,Private room,2.0,404,338,2
152819,132701,Brooklyn,Williamsburg,40.7167,-73.95014,Entire home/apt,30.0,94,0,1
157673,757166,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,Entire home/apt,30.0,90,319,1
158061,758441,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,Private room,30.0,27,365,4
162493,776490,Brooklyn,Williamsburg,40.71174,-73.95798,Private room,31.0,57,310,1
162508,776645,Brooklyn,Crown Heights,40.67188,-73.95097,Entire home/apt,30.0,31,37,1
166006,791287,Manhattan,Upper West Side,40.79864,-73.96209,Entire home/apt,31.0,191,258,1
166172,792159,Brooklyn,Bushwick,40.68478,-73.9066,Private room,30.0,61,0,1
166983,795640,Brooklyn,Carroll Gardens,40.68194,-73.99708,Entire home/apt,30.0,6,0,1
54466,253385,Manhattan,Harlem,40.80255,-73.95803,Private room,30.0,0,365,1
54508,210746,Brooklyn,Park Slope,40.6789595110935,-73.97409474641334,Private room,3.0,229,229,3
54544,256161,Manhattan,Harlem,40.81182,-73.94631,Entire home/apt,30.0,144,89,4
54694,27848,Queens,Jamaica,40.67144,-73.76501,Private room,30.0,62,0,2
54860,258164,Manhattan,East Harlem,40.79934,-73.94236,Private room,30.0,307,308,1
55959,168525,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,4.0,132,34,2
55982,264928,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,30.0,41,0,1
56859,256161,Manhattan,Harlem,40.81201,-73.94452,Private room,30.0,274,89,4
57166,272006,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,30.0,168,343,1
57297,199392,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Private room,30.0,295,180,1
57618,274557,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,30.0,130,0,1
57874,276291,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,30.0,395,105,2
168123,720558,Brooklyn,Windsor Terrace,40.65891,-73.98556,Entire home/apt,30.0,124,143,1
169483,807642,Brooklyn,Gravesend,40.60602,-73.97076,Private room,30.0,0,365,2
170420,812814,Manhattan,East Harlem,40.79179,-73.93972,Entire home/apt,30.0,15,0,1
170761,67778,Brooklyn,Fort Greene,40.68877615321917,-73.97762359693657,Private room,2.0,341,280,2
171562,60923,Manhattan,Chelsea,40.74937,-73.99467,Entire home/apt,30.0,32,38,1
173151,826459,Brooklyn,Greenpoint,40.72852,-73.95655,Private room,30.0,261,20,1
174966,836168,Manhattan,Upper West Side,40.7751,-73.98595,Entire home/apt,30.0,25,365,10
176135,842125,Brooklyn,Crown Heights,40.67545,-73.96096,Entire home/apt,30.0,31,83,1
177495,848960,Manhattan,Chelsea,40.74088,-73.99538,Entire home/apt,30.0,5,0,1
177606,849492,Manhattan,Kips Bay,40.74045,-73.9749,Entire home/apt,30.0,130,365,1
179670,21475,Manhattan,East Village,40.72113,-73.98213,Private room,30.0,128,83,1
58059,277379,Manhattan,Harlem,40.8238,-73.94444,Private room,30.0,689,174,2
59014,282927,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,30.0,60,43,1
59121,204539,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,30.0,4,365,10
60181,128806,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,30.0,37,45,1
60457,99212,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,30.0,9,0,1
60611,292204,Manhattan,East Harlem,40.792667388916016,-73.946533203125,Entire home/apt,30.0,197,269,4
182069,39260,Manhattan,East Harlem,40.78959,-73.94705,Entire home/apt,30.0,131,348,1
187986,904833,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,30.0,2,0,1
188674,909234,Manhattan,East Village,40.73345,-73.98809,Entire home/apt,30.0,63,0,1
188803,67778,Brooklyn,Fort Greene,40.6879299,-73.97646399999999,Private room,2.0,62,18,2
189135,179020,Manhattan,Hell's Kitchen,40.76263,-73.99401,Private room,2.0,199,81,1
189181,912541,Manhattan,Chelsea,40.74907,-74.00281,Private room,30.0,1,0,1
189787,915640,Brooklyn,Crown Heights,40.66941,-73.94988,Entire home/apt,30.0,102,0,1
190968,922922,Brooklyn,Prospect Heights,40.67914,-73.96443,Entire home/apt,30.0,35,0,1
190974,874471,Brooklyn,Park Slope,40.66836,-73.98166,Entire home/apt,30.0,313,364,1
191610,927028,Manhattan,Chelsea,40.74697296939259,-74.00178397023312,Private room,1.0,175,42,1
60666,256161,Manhattan,Harlem,40.81006,-73.94559,Private room,30.0,283,66,4
258688,436599,Manhattan,West Village,40.74024,-74.00584,Entire home/apt,30.0,55,0,1
258690,1359611,Manhattan,Chelsea,40.74642,-74.00411,Entire home/apt,365.0,9,0,1
258740,1360043,Manhattan,Harlem,40.81847,-73.94623,Private room,30.0,143,0,1
258930,32613,Manhattan,Chinatown,40.71517,-73.99376,Entire home/apt,30.0,4,0,1
260755,1366070,Manhattan,Tribeca,40.71704,-74.00908,Entire home/apt,30.0,35,365,1
261674,1372786,Manhattan,Chelsea,40.74101,-74.00006,Private room,30.0,19,0,1
262405,1376778,Brooklyn,East Flatbush,40.6446,-73.94184,Entire home/apt,30.0,75,0,1
262478,535128,Manhattan,Lower East Side,40.71881,-73.9879,Private room,30.0,11,0,1
263005,1380060,Brooklyn,Fort Greene,40.6974983215332,-73.97722625732422,Entire home/apt,30.0,129,0,1
263232,1381171,Manhattan,Harlem,40.82176,-73.94522,Entire home/apt,30.0,0,83,1
263888,1384559,Manhattan,Upper West Side,40.79541778564453,-73.97563171386719,Entire home/apt,30.0,250,97,1
265145,1390947,Manhattan,Theater District,40.76253,-73.98365,Entire home/apt,30.0,8,0,1
195123,940724,Manhattan,Washington Heights,40.83338,-73.94326,Private room,30.0,229,1,1
195240,949221,Brooklyn,Flatbush,40.65468,-73.95721,Private room,30.0,90,88,1
195989,611716,Brooklyn,Park Slope,40.6767158,-73.9818207,Private room,3.0,230,0,1
198744,6064192,Manhattan,Upper West Side,40.78096,-73.98808,Entire home/apt,30.0,133,88,2
199733,241559,Brooklyn,Crown Heights,40.67635,-73.96108,Entire home/apt,30.0,134,309,2
201514,985846,Manhattan,Harlem,40.82553,-73.94511,Entire home/apt,30.0,0,0,1
201992,988350,Brooklyn,Park Slope,40.67466,-73.97853,Entire home/apt,30.0,106,318,1
202273,918087,Brooklyn,Bedford-Stuyvesant,40.68702,-73.94917,Private room,30.0,70,0,3
265506,1392440,Manhattan,Upper East Side,40.7628,-73.9651,Entire home/apt,30.0,11,0,1
266449,1397115,Manhattan,Lower East Side,40.719482,-73.98877,Entire home/apt,30.0,86,220,1
266753,519554,Manhattan,Lower East Side,40.71941,-73.98968,Entire home/apt,30.0,90,365,3
267435,1402454,Queens,Rego Park,40.73333,-73.85933,Private room,30.0,25,0,1
267652,164675,Brooklyn,Kensington,40.64295,-73.97293,Private room,30.0,64,168,1
268335,65610,Brooklyn,Williamsburg,40.72136,-73.95674,Entire home/apt,60.0,1,365,3
268481,1380703,Brooklyn,Williamsburg,40.7154,-73.94028,Entire home/apt,30.0,1,0,1
269283,1410714,Brooklyn,Crown Heights,40.66385,-73.93229,Private room,30.0,32,179,2
269404,1411399,Queens,Astoria,40.76716,-73.91177,Private room,30.0,19,365,3
270139,1093220,Brooklyn,Bushwick,40.70413,-73.92726,Private room,30.0,39,0,2
203901,1000477,Manhattan,Upper East Side,40.76922,-73.95648,Entire home/apt,30.0,8,0,1
204065,51038,Brooklyn,Clinton Hill,40.687,-73.96149,Entire home/apt,30.0,115,175,2
205485,1010242,Brooklyn,Bedford-Stuyvesant,40.68339,-73.94034,Entire home/apt,30.0,158,178,1
206316,1014639,Brooklyn,Fort Greene,40.6878,-73.97253,Entire home/apt,30.0,4,0,1
206957,1018472,Brooklyn,Sheepshead Bay,40.5847,-73.94088,Private room,30.0,125,87,2
208148,1024355,Brooklyn,Williamsburg,40.71955,-73.95471,Entire home/apt,30.0,14,0,1
208889,1029021,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212,Entire home/apt,30.0,67,266,1
212544,1096084,Brooklyn,Gowanus,40.67828,-73.98414,Entire home/apt,30.0,9,0,1
213330,800223,Manhattan,Chinatown,40.71681594848633,-73.98969268798828,Private room,5.0,101,266,1
214917,1109658,Staten Island,Emerson Hill,40.60742,-74.14388,Entire home/apt,30.0,1,0,1
216080,17571,Brooklyn,Fort Greene,40.69062,-73.97354,Private room,30.0,156,50,2
217580,1121193,Brooklyn,Fort Hamilton,40.61933,-74.03208,Entire home/apt,30.0,12,253,1
219066,447754,Brooklyn,Bensonhurst,40.61943,-73.99232,Entire home/apt,30.0,38,364,1
270231,1366310,Queens,Woodside,40.74496,-73.91167,Private room,30.0,285,364,2
270345,1415590,Manhattan,East Village,40.72499,-73.99198,Entire home/apt,30.0,36,365,1
271083,1217923,Brooklyn,Prospect-Lefferts Gardens,40.65623,-73.9612,Entire home/apt,30.0,131,119,1
271694,1387370,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,365.0,19,0,1
272026,1423613,Manhattan,Inwood,40.8677,-73.92122,Entire home/apt,30.0,22,196,1
274743,1436404,Manhattan,Upper East Side,40.77549,-73.95128,Entire home/apt,30.0,1,268,1
276021,1442346,Brooklyn,Williamsburg,40.70937,-73.9657,Entire home/apt,180.0,2,365,1
276317,130901,Brooklyn,Prospect Heights,40.67782,-73.97205,Private room,30.0,185,365,1
278876,368528,Brooklyn,Crown Heights,40.66883,-73.95296,Private room,30.0,0,0,1
279857,1420300,Brooklyn,Bedford-Stuyvesant,40.68607,-73.95536,Entire home/apt,3.0,269,167,1
281521,70614,Manhattan,West Village,40.73853,-74.00292,Entire home/apt,30.0,1,0,1
219922,1139574,Manhattan,Harlem,40.81553,-73.95438,Private room,30.0,36,89,1
220563,918087,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95014,Private room,30.0,58,0,3
222304,1153993,Manhattan,Chelsea,40.7401,-74.00019,Entire home/apt,30.0,38,56,1
223930,1164642,Brooklyn,Prospect Heights,40.67319,-73.96804,Entire home/apt,30.0,19,363,1
225354,1158300,Brooklyn,Williamsburg,40.71085,-73.96672,Entire home/apt,30.0,11,364,1
225976,1177947,Staten Island,Shore Acres,40.61019,-74.06757,Entire home/apt,30.0,103,335,1
226021,815977,Brooklyn,Williamsburg,40.71137,-73.9465,Entire home/apt,30.0,250,164,2
227495,959931,Manhattan,Upper West Side,40.78764,-73.97274,Entire home/apt,30.0,114,146,1
228317,1191142,Brooklyn,Bedford-Stuyvesant,40.68563832502508,-73.92470229417086,Private room,30.0,92,365,1
228925,1194377,Brooklyn,Bedford-Stuyvesant,40.68098,-73.94023,Entire home/apt,30.0,8,0,1
230877,292204,Manhattan,East Harlem,40.79147,-73.94629,Entire home/apt,30.0,130,22,4
281851,1469036,Manhattan,Harlem,40.8078,-73.95232,Private room,30.0,145,360,2
283550,1476954,Manhattan,Hell's Kitchen,40.75981,-73.99138,Entire home/apt,30.0,10,0,1
286838,1492339,Manhattan,Harlem,40.80748,-73.95589,Private room,30.0,101,0,1
287408,1495090,Manhattan,Hell's Kitchen,40.76198,-73.99361,Entire home/apt,30.0,75,0,1
287845,1496847,Brooklyn,Carroll Gardens,40.67933,-73.995,Entire home/apt,30.0,136,302,1
288726,107853,Manhattan,Little Italy,40.719,-73.99764,Private room,30.0,60,37,1
289665,1503831,Manhattan,West Village,40.72864,-74.00453,Entire home/apt,30.0,157,0,1
289703,815741,Manhattan,SoHo,40.72533,-73.9972,Entire home/apt,30.0,5,0,1
289958,1454655,Queens,Long Island City,40.75236,-73.93309,Entire home/apt,30.0,6,363,1
292637,1021834,Brooklyn,Crown Heights,40.67452,-73.96174,Entire home/apt,30.0,0,0,1
231154,27848,Queens,Jamaica,40.67144,-73.76501,Private room,30.0,31,0,2
232612,1217241,Brooklyn,Bedford-Stuyvesant,40.68518847176618,-73.94268839549034,Private room,1.0,592,67,1
232775,842156,Brooklyn,Williamsburg,40.72113,-73.95658,Entire home/apt,181.0,4,0,1
233638,1012895,Queens,Ridgewood,40.70132,-73.90883,Private room,30.0,24,365,1
235552,1234405,Brooklyn,South Slope,40.66386,-73.98519,Entire home/apt,30.0,39,186,1
235651,83257,Manhattan,Chelsea,40.74168,-74.00339,Private room,30.0,85,365,2
235951,1236070,Manhattan,Midtown,40.75408,-73.97071,Entire home/apt,30.0,163,157,1
236788,4166168,Brooklyn,Vinegar Hill,40.70252,-73.98296,Entire home/apt,30.0,40,109,1
238683,1251372,Bronx,Co-op City,40.86749,-73.82214,Private room,30.0,5,180,1
292800,1515730,Manhattan,West Village,40.73431,-74.00225,Entire home/apt,90.0,118,200,1
294227,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,1.0,49,0,29
294242,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,1.0,93,0,29
294259,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,1.0,195,0,29
294263,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,1.0,162,0,29
294280,417504,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,1.0,46,0,29
295231,1387286,Brooklyn,Williamsburg,40.70951,-73.95015,Private room,30.0,1,0,2
295998,568585,Manhattan,Upper West Side,40.79131,-73.9694,Entire home/apt,30.0,65,129,1
296361,1528912,Queens,Elmhurst,40.73849,-73.87232,Private room,30.0,62,0,2
239733,1256874,Queens,Ditmars Steinway,40.77539,-73.91709,Entire home/apt,30.0,57,358,1
245544,1260921,Bronx,Kingsbridge,40.8666,-73.90061,Private room,30.0,121,0,3
245574,1288460,Brooklyn,Bedford-Stuyvesant,40.68927,-73.95439,Private room,2.0,299,361,1
246351,1292250,Manhattan,Gramercy,40.73693,-73.98129,Entire home/apt,30.0,5,0,1
248865,417504,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,1.0,36,0,29
248966,1304390,Brooklyn,Bushwick,40.69913,-73.93107,Private room,30.0,41,364,1
249618,1307773,Manhattan,Washington Heights,40.85099,-73.92822,Private room,60.0,4,0,1
249704,966806,Brooklyn,Williamsburg,40.71065,-73.94102,Entire home/apt,30.0,29,243,1
249867,758441,Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881,Private room,30.0,7,365,4
250323,1311870,Manhattan,Chinatown,40.71643,-73.99931,Entire home/apt,30.0,48,0,1
250536,1313306,Manhattan,Harlem,40.81146,-73.94469,Private room,30.0,11,358,2
298759,1539749,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825,Private room,30.0,53,163,3
299062,236421,Manhattan,Upper East Side,40.77433,-73.95339,Private room,30.0,0,0,2
299531,1220404,Brooklyn,East New York,40.66646,-73.89254,Entire home/apt,30.0,156,261,2
